FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE
4,5,1,1,0,2,2,2,2,7,2,10,2,8,0,4,2,3,2,7,2,624.3
5,1,10,7,10,10,1,5,1,9,7,5,5,8,5,0,2,4,7,10,4,744
3,4,4,5,4,4,2,0,1,6,3,5,4,10,2,6,1,6,4,5,3,635.6
2,4,5,2,7,1,3,5,2,3,2,6,3,9,1,1,2,3,2,5,4,640.7
5,2,6,4,1,2,2,2,2,8,4,10,1,8,0,5,2,4,3,6,4,656.6
2,3,4,1,4,10,3,2,2,6,2,9,0,5,0,3,2,10,0,10,1,654.1
3,2,5,5,5,7,2,2,1,7,1,3,3,7,5,0,2,3,3,5,3,660.1
5,2,6,4,2,2,2,1,2,8,1,9,1,8,1,3,2,4,1,5,4,644.5
5,3,4,10,8,4,2,5,2,8,3,1,1,6,1,0,2,9,3,7,4,679.9
3,2,6,6,6,9,6,0,1,5,3,10,0,6,0,1,2,5,1,10,2,690.2
4,1,2,5,2,5,2,0,1,1,3,6,0,9,8,3,1,4,1,9,2,622
3,3,10,6,5,10,5,4,2,5,4,5,10,8,1,1,2,5,4,7,1,699.8
3,4,8,10,7,8,8,3,1,8,8,7,8,8,3,6,2,8,2,8,1,722.3
4,0,3,6,3,10,6,0,1,5,2,10,3,8,0,3,2,7,2,10,1,700.8
5,2,10,10,6,10,5,0,1,7,8,8,10,8,0,3,2,8,8,10,1,753.1
4,1,3,5,5,5,2,0,1,1,6,10,2,5,5,2,2,3,5,10,1,667.9
5,2,10,10,10,10,10,4,2,10,6,8,10,10,0,3,2,10,7,10,1,772.2
2,1,10,10,8,4,7,4,1,6,3,8,2,7,0,2,2,5,2,5,1,708.7
1,2,1,1,7,10,5,2,2,7,5,7,2,6,2,3,1,1,2,4,3,623.3
2,2,2,4,9,10,3,0,1,9,2,1,3,6,5,4,2,2,2,7,2,649.3
2,2,8,6,6,9,4,2,2,6,7,6,3,7,2,4,2,7,7,7,3,684.5
1,5,3,4,4,4,2,3,2,2,1,5,0,9,5,2,2,10,0,3,4,611.6
3,2,10,1,2,4,0,2,1,5,2,6,1,7,0,2,1,1,2,2,2,626.7
1,0,2,5,0,7,3,0,1,9,1,5,5,7,0,0,2,3,1,6,2,658.8
2,5,5,8,3,4,4,1,2,5,4,4,3,6,10,10,2,5,1,5,2,602.3
5,2,10,6,6,10,7,2,1,2,2,6,2,8,0,0,1,10,5,10,2,706.8
2,1,7,7,6,10,1,1,1,8,6,8,5,6,0,2,2,7,7,2,4,703.4
3,2,0,4,4,6,0,0,1,5,0,8,0,8,0,5,2,3,1,3,3,630.7
3,3,4,7,7,2,5,1,2,8,0,2,2,4,0,4,2,8,0,5,2,633.8
0,1,0,1,0,2,2,0,2,0,2,2,0,5,0,1,2,2,0,1,2,569.4
3,5,10,3,10,10,5,5,1,7,1,2,5,6,6,2,1,6,2,3,3,661.4
1,4,3,5,8,10,2,2,2,6,0,4,5,4,0,6,2,5,1,7,3,634.2
1,4,1,2,10,3,1,1,1,7,5,1,2,6,10,5,2,5,2,5,3,615.3
4,3,8,10,10,4,0,5,2,0,2,10,2,7,6,2,1,2,1,10,4,649.6
2,2,3,4,3,2,4,2,2,3,7,4,2,5,1,4,2,4,6,4,3,631
4,5,10,6,5,3,5,5,1,0,1,5,1,7,3,5,2,4,5,2,2,655.4
1,5,0,5,5,5,2,0,1,1,1,1,0,5,5,8,1,2,1,2,3,560.7
2,2,7,3,2,3,3,0,1,7,5,8,1,6,0,0,2,7,5,7,2,672.8
2,1,10,10,10,4,3,5,1,3,3,5,5,7,10,2,1,3,5,10,3,679.2
2,5,3,3,2,3,2,5,2,6,3,7,2,5,10,3,2,2,3,5,4,609.5
1,2,2,3,10,10,2,5,1,9,4,1,2,7,0,1,1,2,10,5,3,671.6
2,2,6,5,6,10,6,2,1,3,2,3,5,6,4,3,2,10,3,7,2,680.3
3,1,10,3,7,2,2,2,1,7,4,4,3,7,0,1,2,2,4,9,2,684.1
4,1,6,3,5,2,1,3,1,7,5,4,3,7,0,2,2,2,3,10,2,679
1,4,0,2,4,10,3,1,1,5,1,4,4,7,0,3,2,2,2,7,1,638.2
4,3,8,6,7,10,5,3,1,6,4,6,3,8,0,2,2,6,1,6,1,703.4
5,4,5,8,10,5,1,0,2,7,4,8,1,6,0,10,1,9,5,10,3,650.7
4,5,2,2,7,3,4,5,1,6,2,5,5,6,10,4,2,10,1,3,3,648.4
4,3,10,5,10,10,4,2,1,2,6,10,2,8,2,0,2,10,1,10,2,721.2
1,4,10,7,5,10,6,5,1,9,3,9,1,6,10,0,2,10,3,4,2,695.1
4,5,7,4,7,1,0,5,1,7,1,3,0,8,0,3,2,7,4,4,2,662
4,4,10,9,8,10,7,2,2,9,4,5,5,7,10,3,2,9,4,8,4,692.8
1,5,1,1,1,2,4,1,2,2,0,4,1,6,0,1,1,2,1,3,4,564.9
2,2,10,5,2,7,3,5,1,7,2,7,2,7,0,3,2,6,3,3,2,684.7
3,3,10,3,5,3,1,5,2,3,6,4,5,7,10,1,2,5,1,3,4,639.9
2,4,5,6,1,10,2,1,1,5,1,3,0,7,5,10,2,6,0,1,3,614.2
3,2,5,3,10,4,4,3,2,4,7,6,4,7,0,4,2,4,4,7,4,670.9
4,3,6,3,2,6,10,0,1,9,5,10,10,8,0,3,2,6,2,7,3,705.9
2,3,8,8,5,10,10,2,1,7,4,6,10,7,8,1,2,10,1,7,3,710
1,3,3,2,10,5,1,4,2,5,4,4,0,5,2,3,2,5,7,4,4,637.8
2,0,5,6,4,7,0,0,2,5,10,10,0,8,5,0,2,0,10,10,2,673.6
1,4,4,3,4,10,5,1,2,6,0,7,1,8,0,0,2,7,3,5,2,647.5
3,3,8,7,6,4,10,0,2,8,5,5,0,7,10,2,2,3,0,10,4,650.3
2,5,2,10,10,10,3,2,2,7,3,8,10,7,0,2,2,10,1,5,3,686.6
5,0,10,10,2,10,9,5,2,6,3,6,8,7,0,2,2,10,10,3,3,737.2
3,3,10,3,3,3,5,3,1,9,1,10,2,7,0,0,2,10,2,10,4,702.3
1,4,3,3,3,9,3,1,1,6,3,4,4,7,0,6,2,3,2,3,1,636.5
1,3,1,6,10,2,2,3,2,5,5,6,0,7,0,4,1,10,6,10,3,645.4
1,5,7,3,3,1,1,0,2,6,3,10,5,5,0,10,2,6,2,10,3,622
3,2,1,2,5,4,2,5,2,5,1,3,1,8,0,0,2,5,2,5,4,641.6
2,4,2,4,2,6,2,1,2,2,2,4,0,6,5,7,2,4,2,4,2,590.4
1,2,2,2,1,6,7,0,2,6,3,10,2,5,0,1,1,4,5,1,3,616.9
2,5,7,2,1,0,0,0,1,4,3,10,3,5,10,1,1,10,1,3,2,601.6
0,5,10,0,1,1,10,0,1,3,2,10,1,5,10,2,1,6,2,2,2,599.9
2,3,1,2,2,8,2,2,1,3,3,4,4,5,10,1,1,4,2,7,2,610.6
3,1,5,10,5,8,6,5,2,9,6,7,0,6,7,2,2,3,5,5,2,682.8
2,1,7,4,4,2,4,0,1,7,2,10,5,7,0,1,2,4,1,5,3,671.7
3,1,4,2,5,10,10,4,2,9,8,10,10,8,0,0,1,10,8,8,1,724.6
4,1,8,5,9,7,7,1,1,7,5,10,10,6,1,0,2,5,3,10,1,732.7
4,1,5,10,5,10,8,5,1,4,4,10,10,7,5,1,2,10,3,10,2,744.8
2,5,10,10,10,5,2,0,2,5,2,5,0,6,10,0,1,10,0,10,4,629.7
2,3,5,3,1,4,0,1,1,2,0,2,0,8,0,5,1,5,0,10,2,605.7
2,3,7,2,5,7,5,0,1,4,1,5,2,7,2,0,2,5,0,6,2,652
3,2,10,10,8,10,4,5,1,7,5,7,10,6,0,2,2,8,7,4,2,744
2,4,7,5,10,4,3,1,2,5,1,5,3,7,3,8,2,7,0,3,3,626.5
2,3,5,2,3,3,1,2,2,3,1,2,1,6,10,3,1,5,1,1,2,567.9
1,3,10,3,4,3,4,5,1,7,2,6,10,7,5,0,2,10,1,10,4,696.4
3,4,10,10,4,3,5,1,2,6,6,10,7,6,6,0,2,6,6,2,2,674.9
3,3,5,5,8,6,2,1,2,3,3,3,4,6,3,2,2,3,5,1,3,632.7
2,4,4,7,4,5,3,3,2,7,2,1,1,9,0,0,2,5,1,10,3,649.9
3,1,10,10,7,3,8,1,1,7,4,7,2,8,0,0,1,10,5,10,4,712.1
4,5,10,4,10,5,0,5,1,2,2,5,1,7,10,7,2,6,2,10,4,657.1
4,5,10,5,10,4,6,5,1,2,2,5,1,7,10,7,2,6,2,10,4,667.3
2,1,5,4,10,10,4,4,1,8,3,6,8,5,0,3,2,8,2,6,2,709.6
4,1,5,6,7,5,0,1,1,7,1,10,3,7,0,1,2,1,7,10,4,693.8
1,5,1,10,4,3,5,2,1,7,1,5,4,7,1,2,2,5,2,5,2,652
4,4,7,5,7,5,1,5,1,5,1,1,1,8,0,1,2,9,4,4,4,676.9
1,1,3,3,0,7,1,0,2,7,2,4,1,7,8,0,2,0,5,10,2,617.8
2,5,2,1,8,3,5,0,1,3,0,4,7,8,10,8,1,4,2,9,1,601
5,3,4,3,5,2,3,5,2,4,1,7,3,6,0,4,2,2,1,8,4,647.1
3,3,10,4,2,3,5,0,1,4,1,8,3,7,5,1,2,3,1,5,2,649.2
2,2,2,10,5,10,2,1,2,7,5,7,6,8,0,1,2,2,1,5,4,667.9
2,1,3,5,2,3,1,1,2,1,1,5,1,7,1,3,2,4,1,5,3,612.9
3,0,3,3,6,3,10,5,2,9,4,5,3,9,0,0,2,5,4,10,2,700
5,3,3,2,3,5,3,5,1,2,1,8,8,7,0,4,2,10,2,1,3,674.7
2,3,3,2,10,10,1,5,2,4,3,9,5,7,0,1,2,9,4,5,2,681.7
5,1,3,6,2,5,3,0,2,5,4,6,4,6,2,0,2,5,2,7,2,655.4
5,0,10,4,10,10,2,5,2,8,3,5,10,7,0,0,2,2,1,3,4,708.1
4,2,10,3,8,4,4,5,2,9,3,10,4,6,0,0,2,9,3,10,4,712.3
2,4,1,2,2,8,2,2,2,7,1,4,0,7,2,0,1,0,2,3,2,592.3
2,4,2,2,3,4,6,5,2,8,4,3,1,8,6,7,2,4,1,8,2,626.3
2,4,0,4,3,1,3,3,1,0,1,2,3,6,2,2,2,6,1,1,3,612.1
3,4,4,2,7,6,4,0,2,7,2,2,5,6,0,4,2,3,1,4,3,625.7
2,3,1,4,1,10,2,1,1,7,3,1,10,8,0,1,2,3,0,10,2,663.3
2,4,2,7,7,5,2,1,2,3,1,5,2,5,0,1,2,7,4,2,2,629.5
2,5,9,5,8,7,7,1,1,8,7,7,6,6,0,5,2,4,5,3,3,687.9
3,2,8,6,9,7,7,2,1,9,7,6,2,7,10,5,2,8,8,9,2,706.6
2,2,7,7,5,6,8,2,1,7,8,6,2,7,10,3,2,7,8,8,2,694.7
5,2,5,6,10,6,3,5,2,5,3,5,1,8,0,1,2,8,4,7,3,693
2,4,2,1,1,2,0,1,2,2,0,2,0,8,5,3,2,3,0,2,4,568.3
3,2,10,3,10,10,4,4,1,7,2,8,3,7,5,2,2,10,5,10,4,720.6
1,5,0,3,5,2,3,2,2,0,1,10,1,5,10,7,1,10,2,10,2,582.9
5,1,8,10,4,10,10,1,2,8,2,7,10,8,0,0,2,4,2,10,3,722.3
5,2,8,10,10,10,5,1,2,8,2,7,10,8,0,0,2,3,2,8,3,715.5
3,3,5,5,7,5,5,5,2,1,4,6,9,6,0,1,2,10,4,5,4,684.3
1,5,0,2,3,0,0,0,1,8,2,3,0,6,0,8,1,0,0,8,2,573.2
3,1,4,4,10,10,10,5,1,8,5,10,5,7,10,0,2,5,4,10,2,727.8
1,2,5,10,8,10,5,1,1,7,2,8,3,8,3,1,1,10,1,7,1,683.4
4,2,5,6,4,10,7,3,2,9,5,2,1,8,10,1,2,2,4,8,4,665.2
4,5,7,9,8,10,10,5,2,10,4,8,5,6,5,2,2,10,5,7,4,717
2,1,5,4,10,2,10,1,1,4,3,5,3,10,0,2,2,4,6,3,2,684.9
3,4,10,10,10,4,8,4,1,4,5,2,1,6,10,1,2,4,5,7,3,683.5
3,4,10,7,6,4,4,2,1,3,1,3,1,7,10,1,2,4,3,10,2,655
4,4,8,4,10,9,3,1,2,5,1,9,1,6,4,7,2,8,2,3,4,649.2
1,3,1,8,0,2,0,0,1,1,3,10,1,7,10,3,1,0,1,10,3,593.5
1,4,3,3,4,2,1,0,1,5,4,2,0,6,2,8,1,3,0,1,2,576.4
2,5,2,1,1,3,3,5,2,2,4,1,0,8,5,2,1,5,0,10,2,591.9
2,5,1,2,3,2,1,0,1,3,2,1,1,6,0,8,1,2,1,2,2,567.7
5,5,8,8,10,3,2,1,2,8,5,10,2,7,0,2,2,10,2,8,3,688.7
2,1,3,4,4,3,3,1,1,3,4,5,4,4,4,5,2,5,3,4,3,637.8
1,1,3,3,4,3,3,1,1,3,3,3,2,4,3,3,1,3,3,3,3,606.8
5,1,3,6,4,5,1,3,1,9,7,5,1,7,0,5,1,3,2,3,4,657.1
2,4,3,5,2,6,1,0,1,2,1,2,1,7,0,0,1,6,0,5,2,608.9
4,2,7,10,10,10,5,2,1,9,6,10,10,8,1,0,2,9,9,7,2,763.7
3,1,10,10,8,5,10,4,1,10,3,10,5,7,0,1,2,10,2,10,4,753.3
3,2,5,7,5,2,4,2,2,2,2,3,1,6,4,5,2,7,2,6,3,629.3
1,5,5,10,1,6,1,0,2,8,6,4,1,7,0,10,2,4,0,10,2,622.9
1,5,6,5,2,4,4,2,1,7,6,4,1,6,8,1,1,10,8,1,2,632.9
3,3,8,6,5,10,6,5,1,8,5,10,4,8,4,1,1,10,6,7,2,714.4
4,2,10,10,4,10,4,4,2,7,4,10,4,10,0,4,2,10,6,10,2,730.1
5,3,5,4,10,5,4,5,1,5,1,6,4,5,5,7,2,2,9,5,4,677.3
4,2,7,10,8,10,2,0,1,10,2,8,5,8,0,0,2,9,2,10,2,725.9
5,3,2,5,3,4,3,3,1,5,1,1,10,7,5,4,2,4,2,4,2,651.2
4,2,7,10,10,10,5,5,1,8,8,8,5,7,0,4,2,10,3,10,3,752.9
3,5,2,10,2,10,2,2,2,8,2,6,1,8,0,3,2,7,1,0,4,642.2
1,2,5,8,6,1,5,5,2,2,2,10,4,7,10,3,1,7,3,5,3,632.6
3,4,7,7,2,10,3,1,1,7,1,9,0,6,0,3,2,6,4,4,2,671.3
5,2,2,2,10,10,0,5,1,9,2,4,10,6,10,10,2,10,3,10,3,689
2,1,1,5,10,4,10,5,2,1,1,10,1,6,0,4,1,6,3,10,4,659.6
5,3,7,5,6,8,1,1,1,3,10,3,5,7,0,6,2,4,2,10,4,683.9
1,4,10,3,10,8,4,3,2,7,3,3,10,7,0,7,1,10,8,7,1,670.3
4,2,2,3,8,2,7,1,1,3,2,1,1,8,10,2,2,7,3,5,2,641.2
2,1,10,4,7,7,3,4,1,6,4,7,6,7,4,2,2,8,7,9,2,715.3
3,3,8,7,8,10,9,3,1,8,6,10,10,8,4,1,2,7,7,7,4,745
3,5,2,2,1,7,3,0,2,7,2,6,5,8,0,5,1,9,1,3,3,609.9
1,3,2,2,3,3,5,3,2,1,3,7,0,7,10,2,2,3,0,6,3,601.4
1,1,6,10,10,5,3,5,1,5,3,5,2,8,0,3,2,3,7,10,4,706.6
4,2,10,5,5,10,4,0,1,5,2,4,5,6,0,1,2,10,2,7,2,695.8
4,1,4,10,5,4,5,5,1,5,1,2,0,6,10,2,1,3,1,10,3,647.8
1,2,8,10,4,4,2,2,2,6,3,4,6,7,3,3,1,4,3,10,3,643.3
2,2,8,5,5,4,2,2,1,5,5,6,2,6,10,4,2,8,3,3,2,652
3,2,1,1,1,2,1,1,2,7,0,8,0,8,0,0,2,4,2,5,3,622.2
5,2,10,8,7,3,6,5,1,6,1,4,0,8,0,0,2,6,1,5,2,701.3
1,3,5,10,5,5,6,3,2,6,3,5,4,6,10,2,2,10,0,2,3,643.3
1,2,6,6,2,3,2,5,2,6,1,9,3,7,0,1,2,1,1,5,2,647.7
3,1,8,6,10,10,10,5,1,7,7,4,10,7,10,2,2,10,3,10,3,740.2
3,4,4,6,8,10,3,4,1,5,2,2,5,7,2,2,2,6,6,3,4,680.3
4,2,10,5,4,8,6,2,1,6,3,9,5,7,0,1,2,10,3,10,2,722.5
5,3,3,3,2,6,1,1,2,5,2,5,5,7,0,1,2,4,1,5,4,638.4
2,1,1,7,4,5,0,4,1,10,4,4,0,9,0,9,2,0,4,7,1,659
5,3,2,10,4,5,3,5,2,7,10,4,5,8,0,1,2,4,3,10,4,696.2
5,3,4,3,3,1,3,1,2,5,2,3,0,4,0,7,2,0,1,7,4,605.1
2,4,10,10,10,8,6,5,2,8,5,5,2,6,10,0,2,10,8,7,4,701.1
5,4,5,8,10,2,2,5,2,3,3,4,2,6,3,7,2,5,2,4,4,644.8
3,3,8,3,3,6,4,2,1,6,3,8,1,7,0,7,2,3,1,4,4,656
5,1,3,5,10,3,2,5,1,5,2,7,10,8,0,2,2,2,1,10,4,707
1,2,5,8,5,5,2,1,1,7,3,6,10,8,0,5,2,2,2,6,3,672.8
5,2,3,6,4,3,5,1,1,4,0,3,0,7,5,3,2,6,0,2,4,636.3
5,3,10,6,10,10,10,5,1,10,10,7,10,8,0,5,2,10,10,10,4,785.2
5,0,10,10,10,2,3,5,1,4,4,10,0,8,0,0,2,5,2,10,4,731.4
5,2,10,10,10,5,7,5,1,8,6,9,1,8,0,1,2,10,8,10,3,763.5
3,2,10,10,10,10,8,5,2,5,7,6,5,9,0,1,2,10,6,10,2,746.1
3,5,10,3,5,7,4,5,2,10,3,5,3,7,0,4,2,6,0,10,4,674.1
5,5,2,4,1,5,0,5,2,7,0,6,0,7,0,7,2,5,0,7,4,626.7
5,1,5,4,7,7,2,5,1,10,7,4,2,8,0,1,2,4,4,7,4,713.2
1,1,4,10,5,1,4,5,2,9,2,1,5,8,0,0,2,5,2,7,4,670.1
5,2,0,4,2,10,3,2,2,7,7,7,1,5,5,1,2,4,2,4,4,648.6
3,4,5,3,10,10,6,2,1,5,3,7,0,8,7,7,1,6,4,5,3,649.2
5,4,3,6,9,10,9,2,2,10,6,2,0,9,2,2,2,9,4,9,3,696
5,3,1,10,9,3,2,4,2,5,2,1,1,8,0,3,2,10,4,7,4,668.4
5,3,0,10,5,10,4,5,2,5,3,10,2,8,0,1,2,10,2,10,4,704.2
5,4,10,10,10,3,10,2,1,10,5,10,10,7,0,0,2,7,4,10,4,755
3,2,10,1,2,5,2,0,1,6,3,10,5,7,0,10,2,3,1,4,3,651.3
5,2,10,6,10,10,10,5,2,10,4,10,10,8,0,0,2,10,8,10,4,772.2
5,5,10,0,3,10,3,5,2,8,9,7,0,6,0,10,2,10,8,10,3,689.6
5,5,10,3,3,10,10,5,2,8,8,7,0,6,0,10,2,10,8,10,3,704.9
4,3,4,10,6,6,10,5,1,9,3,3,5,7,4,8,1,10,3,8,3,689
5,3,0,2,2,3,2,0,1,3,3,10,0,7,10,9,2,3,2,10,3,619
5,2,3,4,4,5,5,3,2,1,1,1,10,8,10,1,2,2,1,7,4,636.1
2,3,10,5,5,10,2,0,2,7,7,7,2,6,0,1,2,10,3,10,4,684.5
5,1,10,4,6,5,7,4,1,3,3,6,5,7,10,2,2,8,1,7,3,693
5,1,2,10,10,6,10,2,2,1,8,6,9,8,0,0,1,10,8,9,4,715.3
5,3,0,1,2,10,2,0,2,8,5,1,1,6,0,1,2,7,6,7,4,645.9
2,5,6,5,3,4,1,3,2,9,2,5,0,7,10,5,1,3,0,0,3,580.6
2,4,5,1,0,2,1,1,2,3,1,3,0,6,7,3,1,4,0,3,3,557.9
4,4,0,3,5,8,0,0,1,8,0,8,0,6,0,0,2,2,1,4,4,640.5
3,2,10,6,3,4,3,2,1,8,3,10,5,7,0,2,2,2,2,10,2,695.5
5,5,6,6,10,5,10,5,2,7,5,7,5,5,10,0,2,10,2,10,4,696.2
2,3,1,5,1,4,5,0,1,7,5,6,5,7,10,0,2,3,4,1,2,635.2
4,1,4,3,1,10,2,1,2,8,7,8,1,8,0,0,2,3,7,7,2,678.3
2,2,9,10,6,4,5,5,1,6,2,5,10,7,10,1,2,7,3,7,3,699.6
2,3,8,5,7,10,0,2,1,4,3,10,4,6,0,1,1,5,2,10,2,674.9
2,5,6,10,5,6,4,0,1,7,3,7,3,7,9,1,2,10,1,5,2,662.6
2,1,4,1,3,2,1,0,2,7,1,3,0,9,0,1,1,3,3,9,3,609.5
3,1,8,3,2,3,4,0,1,8,5,10,1,6,0,0,2,5,4,7,2,683.4
5,1,10,10,10,7,1,5,2,8,5,6,5,5,0,0,2,6,3,10,4,723.2
3,2,5,7,7,10,10,5,1,10,6,7,10,7,10,2,2,6,3,10,4,730.6
1,3,5,5,10,7,5,3,2,4,2,4,0,6,10,3,2,7,4,8,2,641.4
1,4,5,2,2,5,5,5,2,8,1,10,0,6,0,6,2,5,0,7,2,639.2
3,3,2,3,6,7,3,5,2,3,3,5,10,7,3,1,2,3,4,3,3,657.1
4,3,1,2,3,2,4,3,2,1,1,3,0,7,3,1,2,0,0,1,4,595.5
4,3,1,2,5,3,2,4,2,6,3,3,1,8,3,5,1,5,2,10,3,619.5
5,3,0,1,2,10,2,0,2,8,5,1,1,6,0,1,2,7,6,7,4,645.9
4,3,4,3,3,3,8,2,2,8,7,9,8,7,2,5,2,9,5,7,2,683.4
5,3,7,6,10,10,4,5,1,4,1,6,5,8,3,9,2,10,4,3,3,700
2,0,2,5,10,3,3,0,1,8,3,3,2,7,0,0,2,2,3,10,2,673.7
1,0,3,4,3,3,3,3,1,9,1,10,5,4,0,2,2,3,4,7,2,674.5
0,5,2,6,2,10,1,0,2,0,2,5,2,6,0,10,1,7,0,5,2,577
0,5,3,3,3,2,0,1,2,1,1,1,0,7,10,10,1,3,0,0,1,522
5,4,10,4,2,6,6,3,1,5,1,6,4,9,0,3,2,4,0,2,2,673
3,1,7,6,5,3,3,4,1,7,3,7,8,8,0,2,2,6,4,7,4,707
4,3,10,5,4,10,4,5,2,7,2,6,3,7,0,1,2,5,3,4,2,684.5
5,3,0,1,2,10,2,0,2,8,5,1,1,6,0,1,2,7,6,7,4,645.9
5,3,7,5,6,7,3,3,1,6,3,8,9,6,0,3,2,9,3,10,4,715.3
4,2,2,10,7,6,8,2,1,9,5,7,8,8,0,6,2,8,5,6,3,718.9
2,2,8,3,2,4,5,1,1,5,2,10,2,7,10,1,2,1,6,10,2,659.8
2,2,8,3,3,3,5,1,1,5,2,10,2,6,0,1,1,1,6,10,2,657.9
4,3,1,9,4,3,4,2,2,8,3,10,1,7,0,0,2,3,8,10,2,678.5
4,4,10,10,10,10,5,5,2,8,2,5,10,7,0,7,2,10,4,5,4,714.9
5,5,10,7,6,10,2,1,1,8,2,10,1,8,0,10,2,5,0,10,4,685.5
5,5,10,7,6,10,2,1,1,8,2,10,1,8,0,10,2,5,0,10,4,685.5
2,1,10,6,2,4,1,2,2,0,0,7,0,8,0,4,2,5,2,10,2,644.1
2,3,7,5,10,10,4,5,1,6,5,4,5,7,0,2,2,3,7,5,2,706.2
2,3,2,5,10,2,1,5,2,0,1,2,1,5,0,0,1,4,1,5,3,608.5
3,4,10,10,10,10,5,5,2,6,8,1,8,6,0,4,2,8,9,4,4,713.9
2,3,2,2,2,4,2,1,1,1,1,6,2,7,5,5,1,3,1,2,3,589.3
1,5,10,4,0,8,10,4,2,9,1,10,1,8,0,0,2,5,0,5,2,668.5
5,4,5,7,4,5,4,1,1,8,1,9,2,7,5,3,2,2,0,7,3,661.3
1,5,1,4,2,2,1,1,2,1,1,1,0,7,10,0,2,3,0,3,4,562.8
4,1,0,10,2,10,3,0,1,10,7,9,8,8,5,2,2,2,5,5,2,697.2
4,1,0,10,2,10,3,0,1,10,7,9,8,8,5,2,2,2,5,5,2,697.2
2,3,4,4,5,10,4,2,1,7,6,7,1,7,0,4,2,4,4,5,1,676.2
5,2,1,2,1,2,2,5,2,5,1,4,1,7,0,0,2,2,1,4,4,629.7
1,4,3,4,3,10,8,1,1,4,4,6,3,7,10,6,2,5,2,3,2,635.2
1,1,3,10,8,7,2,4,1,7,4,10,2,7,0,1,2,10,0,3,3,700.6
1,2,6,6,6,6,8,2,2,9,6,3,3,3,7,0,1,4,6,5,2,640.6
2,3,6,7,2,10,8,0,1,7,3,1,5,8,0,0,2,6,2,2,2,673.5
2,4,3,4,10,10,9,5,2,9,3,4,2,7,0,2,2,5,10,10,4,699.4
2,5,2,2,1,6,1,0,1,1,4,5,0,9,0,5,1,0,1,10,2,599.7
5,3,10,7,7,10,1,5,1,8,1,10,4,7,1,1,2,10,8,7,2,738
4,3,10,10,10,10,6,5,1,8,5,5,4,7,0,3,2,0,8,10,2,737
5,3,9,4,6,5,2,5,1,3,3,9,1,7,1,6,2,7,3,3,3,681.7
1,2,3,3,4,0,3,2,1,2,1,4,3,5,8,7,1,4,1,7,4,591.9
5,4,10,6,3,10,10,1,1,0,4,4,1,7,0,1,2,5,6,6,1,690.9
2,1,4,4,10,3,2,2,1,9,5,8,5,7,0,2,2,5,8,7,4,701.9
2,4,0,6,0,2,0,0,1,5,0,10,0,8,0,2,1,0,0,10,3,607.3
4,1,10,10,10,10,4,5,2,6,2,10,5,7,0,0,2,5,10,10,2,743.1
3,4,10,5,10,10,5,5,2,10,6,4,10,9,5,6,2,10,8,6,4,716.8
1,2,4,3,3,10,2,0,1,8,2,4,5,7,0,1,2,2,4,2,2,653.5
3,5,1,2,2,5,2,1,1,8,5,7,1,7,5,1,1,3,4,8,4,626.9
5,2,3,10,10,10,0,5,1,9,7,5,6,7,4,0,2,3,5,10,4,728.5
5,1,10,8,10,6,10,5,1,6,5,10,10,8,10,1,2,10,8,10,2,765.4
4,4,7,10,10,9,10,5,1,8,2,4,10,9,0,3,2,10,4,2,4,737.2
1,4,10,3,5,10,3,2,2,6,1,5,2,7,5,10,2,10,3,10,2,645.2
3,2,4,5,10,10,1,2,1,7,1,7,8,7,0,3,2,7,8,3,2,701.7
5,3,5,8,7,10,6,4,2,8,4,10,4,7,0,1,1,6,4,10,3,700.6
3,3,7,6,10,10,6,3,1,7,7,8,5,7,10,1,2,7,8,6,4,715.5
4,2,3,10,10,10,10,5,1,4,2,6,10,9,0,1,1,0,3,10,1,717.2
2,1,8,5,10,10,10,5,1,9,8,5,5,7,0,1,2,10,3,10,4,752.3
1,1,6,4,5,10,8,5,1,8,5,8,3,8,0,1,2,10,5,7,3,727.6
2,5,2,5,2,2,6,2,1,4,1,2,0,8,10,2,2,5,2,10,2,622.7
4,4,10,10,7,8,1,5,1,7,4,10,3,7,0,2,2,10,4,7,4,727.8
1,5,3,4,1,3,0,1,2,5,4,2,0,7,0,7,1,3,3,3,2,571.5
0,4,0,2,0,4,0,1,2,5,2,2,1,6,0,0,1,1,2,10,2,578.1
0,4,0,2,0,4,0,1,2,2,2,2,1,6,0,0,1,1,2,10,2,573
0,4,0,2,0,4,0,1,2,3,2,3,1,6,0,0,1,1,2,10,2,576.6
3,4,1,1,9,10,10,5,1,8,9,3,10,7,10,10,2,7,9,2,4,689
5,1,6,2,0,3,1,0,1,1,2,10,0,7,0,7,1,3,1,1,1,612.2
5,5,5,6,10,10,2,3,2,7,0,4,1,7,7,2,1,10,0,3,3,634.8
5,3,7,8,10,10,3,0,1,7,3,9,7,7,0,3,2,5,5,7,1,715.7
