FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,SLEEP_HOURS,PERSONAL_AWARDS,TIME_FOR_PASSION,AGE,WORK_LIFE_BALANCE_SCORE
2,6,6,6,10,8,1,3,2,688.1
4,3,6,10,10,6,10,6,3,703.8
5,10,10,5,10,8,10,8,2,733.8
1,3,6,10,10,7,10,1,4,674.5
3,5,10,3,10,8,7,2,3,685.3
5,10,10,10,10,8,10,1,3,727.2
2,2,1,8,10,5,3,10,3,631
4,2,10,10,10,6,2,0,3,638.2
4,10,4,10,10,8,10,10,3,772.2
4,6,7,10,10,8,10,5,3,702.1
5,10,10,10,10,6,8,8,4,701.7
5,7,4,10,4,6,4,10,2,695.3
2,10,8,6,7,9,10,4,2,704.9
5,6,6,3,10,7,4,4,2,650.7
4,10,10,6,10,8,7,2,2,716.1
5,6,10,10,10,7,6,8,3,759.1
5,5,7,10,10,7,2,3,3,693.2
5,5,10,3,10,7,2,1,3,700.2
5,10,10,5,10,6,10,10,4,763.8
3,2,10,6,10,6,4,2,2,641.4
3,8,10,10,10,8,8,1,3,687.7
2,10,5,2,10,6,3,5,2,669.9
2,2,6,2,5,6,6,2,3,639.2
1,8,2,0,8,8,7,1,2,627.3
5,2,0,10,10,5,0,1,4,635.6
2,5,8,6,10,7,5,4,3,680.9
2,10,10,10,10,9,10,8,3,751.2
5,3,3,2,10,7,10,0,3,663.1
5,1,4,0,2,8,1,0,3,632
3,10,5,5,7,8,10,3,2,719.5
1,3,1,3,10,7,5,0,2,578.7
3,9,2,9,6,9,6,3,1,662.4
5,8,8,10,10,8,5,3,4,729.7
4,3,3,10,10,6,4,0,4,646.7
1,3,1,4,10,7,5,3,2,655.4
1,10,8,4,3,7,4,0,2,645.8
5,5,3,10,10,8,2,1,2,639.2
3,5,10,2,10,7,10,1,3,667.3
3,2,5,10,10,8,2,2,3,635.2
2,9,10,10,10,8,8,6,4,654.8
3,10,8,6,10,9,7,1,2,683.4
4,1,4,4,3,8,3,10,4,700.8
5,7,10,9,3,6,10,2,4,728.1
3,10,6,5,7,7,10,4,2,688.1
4,5,8,8,10,6,6,1,3,679.2
2,10,5,5,10,5,10,8,4,715.1
3,7,4,4,5,7,10,2,4,656.9
3,2,2,2,4,7,4,2,3,624.2
1,2,4,4,6,7,5,1,2,587.4
3,5,6,5,3,7,3,1,3,638.4
5,6,3,10,5,7,10,1,3,688.7
1,6,7,10,10,7,9,4,3,665.6
4,10,10,10,6,6,10,4,3,723.4
2,2,6,5,10,5,6,1,2,648
2,10,3,10,4,7,4,7,4,691.5
5,10,8,4,10,8,5,3,2,687.9
5,0,10,5,10,7,3,3,2,675.8
3,2,6,4,4,8,1,3,3,647.1
3,8,10,4,10,7,7,1,4,679.2
2,10,10,10,7,6,10,3,4,681.8
4,2,10,4,10,6,10,1,2,689.6
5,3,7,10,10,7,10,2,4,714.2
5,10,5,10,10,9,3,4,3,727
1,6,1,3,3,7,3,1,2,571.7
5,10,10,10,8,8,9,8,4,717
1,2,4,2,4,8,2,0,3,578.5
4,2,5,1,3,7,3,1,2,594.2
5,5,3,2,5,8,3,2,2,651.8
4,8,2,4,6,8,8,2,3,642
4,10,6,3,2,7,8,4,2,677.9
3,1,1,3,4,8,5,2,4,616.5
2,1,1,1,5,8,5,1,4,605.9
4,2,3,3,2,5,2,0,3,567.9
5,10,5,5,10,8,10,5,3,734.8
5,4,3,3,10,7,5,1,4,647.5
2,6,5,2,10,8,5,2,3,672.2
3,6,3,7,6,7,4,3,4,665.4
4,7,6,10,6,7,5,4,4,694.5
1,3,3,1,1,6,3,1,3,601.9
1,1,2,3,10,7,2,2,2,612.3
4,9,8,10,3,7,10,4,3,713
2,5,3,10,10,7,6,4,3,714.9
2,2,5,2,5,6,10,3,1,646.7
3,1,7,7,9,8,6,2,3,682.6
2,6,4,3,4,6,6,3,2,678.3
5,10,10,10,5,6,10,2,4,719.1
2,7,5,10,6,5,10,2,4,726.4
4,10,4,10,8,7,2,7,4,748.2
4,6,3,10,4,6,6,3,4,694.9
5,2,2,1,2,7,1,2,4,670
2,7,6,5,5,7,5,4,2,636.7
4,4,4,10,4,7,6,1,3,674.3
4,2,7,8,10,7,7,3,3,756.7
1,8,6,1,1,7,4,0,2,637.5
3,10,2,10,10,7,5,7,2,716.6
5,3,7,7,3,6,4,1,2,638
5,8,2,1,10,6,10,1,2,645
5,4,10,6,3,7,5,1,4,666
5,10,4,8,7,8,9,5,3,681.3
1,0,5,5,10,6,7,8,3,644.1
2,3,2,2,5,7,4,4,2,650.7
5,10,10,3,3,6,5,1,3,657.3
2,5,1,0,2,9,4,4,2,646.2
1,2,10,1,2,7,1,2,2,653.1
3,10,7,10,7,8,10,3,3,719.5
2,0,4,5,7,7,6,3,2,630.3
2,7,3,6,4,5,4,2,2,613.4
5,6,5,10,2,8,6,6,2,712.3
2,5,10,10,10,8,10,10,4,758.6
2,5,10,10,10,8,10,10,4,755.2
5,5,3,4,3,7,3,5,2,676
1,4,8,6,6,6,9,4,3,699.2
3,4,4,1,2,7,10,4,3,644.6
1,2,1,2,4,5,3,0,2,597.8
5,10,1,6,3,9,4,5,4,671.5
3,2,5,10,10,8,4,2,3,637.9
2,8,2,0,8,7,2,2,4,622.4
5,5,10,1,5,7,10,2,3,664.9
3,10,3,10,3,7,10,1,3,673.9
2,2,8,10,10,7,5,0,3,646.1
2,3,4,4,7,8,8,3,3,668.5
4,8,3,10,2,7,4,6,2,709.8
1,2,3,10,10,5,10,8,2,655.4
3,2,4,4,3,5,2,0,2,576.4
2,3,3,4,10,8,8,1,1,675.3
4,1,2,5,6,6,0,0,1,577.2
1,10,4,2,5,6,4,0,1,611.4
4,3,4,2,10,7,0,2,1,648.8
5,6,5,3,10,8,4,0,1,676
5,7,7,1,10,7,8,0,1,679.2
3,4,8,7,10,7,10,7,1,721
3,3,3,2,10,7,1,2,1,643.9
3,2,10,4,8,7,4,2,1,643.5
4,0,1,0,8,7,0,1,1,580.8
5,2,7,3,10,9,8,1,1,693.2
5,4,6,0,9,7,0,7,1,650.3
2,3,5,1,10,7,7,1,1,655.4
2,8,8,2,9,7,2,3,1,655.2
0,0,0,0,0,2,0,0,1,499
3,6,6,5,7,8,6,4,1,698.3
1,0,1,0,10,7,0,0,1,594.6
4,5,8,7,9,6,2,7,1,674.3
5,10,3,3,10,8,8,2,1,685.5
5,2,5,5,10,8,2,1,1,682.1
2,8,10,10,10,7,5,1,4,672
3,4,6,0,10,7,0,3,1,608.4
1,0,1,0,10,7,0,0,1,592.9
5,2,4,3,10,7,2,1,1,625.4
3,6,5,4,8,8,4,2,1,677
3,5,5,4,8,6,2,3,1,662.8
5,4,5,5,10,4,5,1,1,677.9
5,5,5,3,10,8,10,2,1,693.6
2,5,10,3,7,7,3,4,1,670.7
5,7,8,8,10,8,5,5,1,734.8
2,2,3,2,7,6,1,1,1,606.3
5,4,5,3,10,8,10,2,2,697.4
2,3,2,2,7,6,2,1,1,605.9
1,10,10,5,10,9,6,10,1,726.5
0,0,0,0,0,1,0,0,4,480
3,5,10,2,10,7,8,2,1,643.1
3,4,1,2,4,7,4,4,4,652.4
3,6,3,3,5,7,2,0,2,643.3
5,2,3,4,6,7,5,2,4,674.3
2,10,3,1,3,7,2,2,2,643.5
1,1,5,1,2,7,2,2,1,602.3
3,2,5,10,10,7,10,8,3,702.1
5,10,10,10,10,8,10,3,2,792.6
0,4,3,3,10,6,3,2,1,606.3
3,2,5,10,10,10,10,1,3,646.7
2,7,6,3,10,6,10,5,2,693
4,5,4,5,5,7,5,5,2,658.8
4,8,5,6,8,8,3,4,1,648.6
3,1,0,0,1,10,1,0,2,582.5
3,7,3,2,5,9,1,1,1,667.3
5,10,8,10,10,8,6,10,3,759.9
2,10,0,10,10,7,5,1,3,697.2
5,7,10,4,7,7,10,4,1,689.8
4,8,6,4,3,7,4,4,4,697.7
5,0,6,5,3,6,4,0,4,612.9
5,5,5,4,10,8,10,1,4,696.2
5,3,6,4,3,8,8,2,4,703.6
5,3,4,4,4,8,9,1,4,698.5
4,4,4,8,10,7,6,6,1,712.1
2,10,8,0,5,8,5,0,1,676.6
3,0,1,4,9,6,8,3,4,631.6
2,5,3,0,2,7,4,0,4,637.3
4,10,10,10,10,7,10,8,4,730.8
5,5,5,10,5,7,5,5,4,653.7
3,8,4,10,8,5,7,8,4,651.8
2,2,5,10,10,7,5,2,1,649.7
4,10,7,8,8,8,7,6,2,723.2
1,5,10,6,5,7,5,8,2,697.2
5,5,4,10,6,7,10,4,4,755
4,10,6,6,8,7,6,9,3,717
2,9,10,6,5,5,7,4,4,672
2,3,1,2,4,7,2,0,4,626.1
2,3,1,2,3,7,2,1,4,644.8
2,9,4,4,8,8,5,4,1,684.9
4,1,8,5,10,8,0,4,1,666.9
5,4,4,4,6,6,0,0,1,585.1
4,10,10,7,10,7,10,3,1,691.7
4,5,5,5,10,6,3,4,1,633.5
3,4,5,3,10,7,10,2,1,655.2
4,3,8,7,9,8,7,5,1,710.2
4,3,4,8,10,7,4,3,1,659.4
5,7,3,2,10,8,0,1,1,651.3
4,10,5,10,10,7,10,2,1,697.2
5,8,9,4,10,6,7,3,1,653.7
5,3,5,1,10,7,5,2,1,666.2
5,10,10,9,4,8,10,4,4,768.8
4,5,5,3,10,7,4,1,1,681.5
4,6,10,6,10,8,0,3,1,674.7
4,3,4,1,10,7,4,2,1,632.2
3,3,4,7,7,6,5,4,4,651.8
2,2,3,7,10,8,2,1,1,619.7
5,0,2,1,1,9,5,8,4,643.3
5,5,7,7,10,8,7,2,1,693.6
4,10,10,10,10,7,5,1,4,710.4
5,3,5,10,6,8,10,4,4,701.9
4,4,6,7,10,7,4,1,3,690.4
3,5,7,5,4,6,7,2,4,671.1
4,3,3,4,1,7,10,4,4,680.7
4,4,2,2,4,7,10,4,1,689.8
5,2,4,2,10,9,4,1,1,647.9
5,10,6,4,10,8,10,2,1,705.1
2,1,0,1,6,6,1,1,1,612.3
5,5,8,3,10,6,3,3,1,676.2
2,5,5,2,7,7,7,1,1,645.2
4,10,10,10,10,6,7,3,1,734.4
4,4,10,10,10,6,3,7,1,720
3,1,10,7,5,7,3,5,1,680.2
3,5,10,10,10,9,4,3,1,750.3
2,3,5,5,10,6,5,1,1,648.2
5,3,3,3,6,7,5,0,1,629.9
1,8,5,5,10,7,9,4,1,643.5
5,5,2,2,5,2,9,8,1,627.2
3,10,9,10,10,6,9,2,1,704.5
5,10,8,5,10,7,3,3,1,706.4
4,7,7,8,10,7,0,6,1,729.1
1,1,1,1,5,3,1,1,1,559.6
2,2,5,2,10,4,0,5,1,571.1
2,10,3,4,10,6,6,1,1,657.3
1,2,5,3,10,4,10,1,1,605.5
3,2,1,1,10,9,2,1,1,627.7
2,3,8,10,10,8,3,3,1,688.5
3,2,1,1,10,9,2,2,1,629.4
2,5,2,3,8,8,0,1,1,633.3
5,10,10,8,10,8,4,4,1,705.9
2,0,5,0,10,4,0,3,1,586.6
3,5,6,6,10,8,7,5,1,717.8
5,10,8,5,10,8,7,2,1,731
5,10,8,7,10,6,10,5,1,737.8
4,5,6,3,10,8,2,2,1,654.7
3,10,3,10,10,6,0,1,1,703.8
2,8,9,3,10,6,7,6,1,698.7
5,6,4,1,10,7,10,1,1,693.2
1,3,5,2,10,9,3,4,1,632.4
2,5,2,2,7,9,0,1,1,619.9
0,0,3,4,10,6,3,10,1,639.5
5,7,7,6,10,9,10,3,1,743.3
5,10,6,5,10,8,10,2,1,741.4
5,4,10,4,10,8,1,5,1,709.1
5,10,6,5,10,8,10,2,1,734.4
2,3,7,10,10,8,4,2,1,686.8
3,4,3,10,10,7,6,1,1,628.6
2,1,8,0,10,10,0,7,1,648.4
4,5,4,3,10,6,0,1,1,613.1
4,8,5,4,10,8,10,1,1,711
4,9,10,6,10,8,10,6,2,770.5
3,7,10,10,10,7,10,1,3,696
2,4,6,6,5,7,7,2,2,653.5
5,6,5,4,2,7,2,2,3,683.2
4,5,5,7,10,6,5,3,2,660.5
5,1,4,3,2,7,4,3,4,670.5
5,8,3,2,2,6,2,1,4,555.8
2,9,8,2,0,7,10,0,4,677.3
2,5,10,3,5,7,10,2,4,695.6
2,10,10,6,3,8,4,3,4,706.6
5,10,2,4,7,7,10,3,4,710.4
2,4,3,1,7,7,7,1,3,598.2
2,3,5,1,3,5,5,0,2,588.3
1,2,3,9,5,7,6,2,2,655.2
4,5,2,2,3,9,5,0,4,706.1
4,6,6,3,7,8,8,4,3,672.6
5,3,9,6,1,7,4,4,4,718.9
4,10,3,10,10,6,9,2,4,731.7
3,7,5,5,4,8,3,7,4,702.3
4,7,7,5,5,8,5,8,4,717.6
3,2,7,10,5,6,9,6,4,695.6
2,2,2,2,3,7,8,2,2,647.3
5,10,3,5,6,9,10,2,4,740.1
2,4,4,4,3,8,10,2,2,645.8
2,10,5,2,4,8,10,4,4,690.9
4,10,5,4,2,8,10,5,4,741.6
1,10,5,5,10,8,5,2,1,717.8
5,7,10,6,6,6,7,7,4,709.8
5,5,6,10,7,7,6,5,3,680.2
4,7,2,1,5,7,2,2,4,648.6
3,10,1,8,6,6,5,3,2,678.6
5,5,6,2,1,6,8,0,4,612.5
4,4,4,5,3,5,3,2,4,678.1
3,7,4,10,6,8,3,2,4,689
3,6,4,2,3,9,3,5,4,671.5
3,7,5,2,10,7,10,1,3,664.3
3,6,6,4,4,7,10,1,1,651.1
2,10,6,7,5,6,3,5,3,650.1
0,4,4,1,5,3,6,0,2,569
2,3,10,3,9,4,3,1,2,621.7
5,8,5,5,10,6,10,3,4,714
5,3,4,3,2,7,5,7,4,684.3
4,10,4,7,2,7,4,6,4,685.4
2,4,3,10,3,5,10,3,4,672
5,5,6,2,5,8,10,3,4,679
4,10,7,10,10,9,10,6,2,754
4,5,9,6,3,8,8,8,2,692.4
5,10,10,4,10,7,10,1,2,693.2
5,10,5,5,2,9,0,0,4,635.8
4,10,5,8,6,8,10,6,4,730.4
1,10,10,10,4,7,3,0,4,704.7
2,3,5,5,6,8,6,1,2,608
5,3,3,1,4,7,5,0,2,663.9
5,10,3,4,10,8,5,4,3,688.9
4,10,10,8,10,7,8,3,3,726.1
3,3,3,10,4,6,2,0,4,602.5
3,7,10,6,8,5,8,4,2,727
3,6,8,8,8,5,7,6,2,730.4
3,10,10,2,7,9,5,5,4,732.1
5,5,10,6,5,8,10,6,4,760.3
3,2,3,3,4,7,5,1,2,630.5
4,10,3,7,5,6,5,5,2,679.8
2,7,0,1,6,7,4,1,3,625
5,6,5,6,4,10,8,10,4,720.6
2,5,3,4,5,8,1,1,2,621.4
3,10,2,3,2,8,8,1,2,637.5
4,10,4,5,3,7,3,5,2,653.5
5,3,1,10,8,6,4,8,4,693
3,5,4,1,4,7,5,1,4,665.4
4,10,7,10,10,7,8,4,4,717.6
4,2,10,10,4,7,10,5,4,731.7
5,10,7,3,3,9,6,7,4,721.9
5,4,3,2,3,7,10,1,3,674.5
4,10,10,5,5,8,10,2,4,692.8
3,10,5,5,5,7,5,4,3,734.6
3,10,5,5,5,7,5,4,3,726.1
4,8,8,6,4,7,10,6,3,727.8
2,2,3,3,10,6,2,1,2,597
1,2,8,5,10,6,7,2,2,652
4,1,3,6,10,7,10,3,2,712.1
2,3,7,7,8,8,2,8,4,669.2
3,10,3,4,4,8,10,3,2,688.3
1,1,3,1,1,9,2,0,1,590.6
1,1,1,0,1,9,1,0,1,585.5
4,10,8,5,2,8,10,2,4,738.2
3,5,1,2,5,7,0,1,4,616.7
1,2,1,0,5,9,2,0,3,611.6
3,4,2,2,5,7,5,2,2,642.8
4,5,7,7,7,7,5,5,2,680.9
4,10,8,10,10,7,9,2,4,753.3
2,3,4,0,2,7,2,0,1,622
5,8,8,8,10,8,8,6,4,779
5,10,10,10,10,7,10,6,4,773.3
3,8,5,2,10,8,8,1,4,674.1
1,4,9,3,8,7,3,0,2,658
3,2,5,8,10,7,8,8,2,688.3
5,3,10,5,10,8,3,7,2,702.3
0,5,10,5,10,5,3,5,2,665.2
3,4,3,8,3,7,10,0,4,635.9
4,4,10,9,10,9,10,5,1,737.6
3,10,7,4,8,8,5,2,2,662.6
5,2,8,5,3,7,7,2,4,694.3
5,5,2,2,10,7,5,10,2,692.1
5,10,6,3,8,7,8,1,3,702.3
2,10,2,6,6,7,7,1,4,688.7
5,10,2,10,8,8,5,3,1,679.4
5,10,3,4,9,8,2,3,1,662.4
2,5,1,4,4,5,0,2,1,622
5,10,2,4,6,7,10,2,4,727.8
2,5,5,4,6,9,4,3,2,672.6
4,4,5,1,10,8,2,1,2,655.4
5,4,3,10,4,7,4,7,4,748.2
5,10,10,10,8,6,0,7,4,746.3
3,9,3,2,2,9,6,7,4,681.9
1,3,0,1,4,6,3,1,2,625.6
4,4,8,10,5,7,8,2,4,700.2
5,8,8,10,10,7,10,8,4,748.7
2,2,6,6,7,6,6,4,3,628.9
3,10,10,10,10,6,8,6,2,732.7
0,0,2,3,1,7,3,0,2,587.4
4,10,10,10,10,7,10,10,4,780.3
3,10,10,10,10,8,10,2,3,753.5
1,4,3,10,4,9,5,5,3,663.9
2,5,9,5,10,7,3,1,3,648
3,10,5,8,10,7,10,10,4,703.6
3,10,8,5,5,7,3,4,2,676
1,5,6,3,4,7,7,1,4,635.9
5,10,7,10,10,7,8,6,4,754.6
2,3,3,1,3,6,2,1,2,571.7
2,1,8,10,4,7,6,6,4,650.3
2,1,4,7,4,7,7,3,4,621
2,10,10,10,4,7,10,6,3,718.5
1,4,4,8,6,6,5,2,2,623.3
5,5,0,0,0,8,10,4,2,661.7
3,8,5,10,10,7,10,2,4,695.1
4,10,10,10,10,7,10,4,3,732.3
1,1,2,9,10,5,8,1,3,621.4
3,10,10,3,7,7,5,1,2,679.4
3,6,10,10,10,8,10,4,2,719.1
3,10,4,10,6,8,5,2,3,705.9
5,6,5,7,10,6,0,5,4,700.4
5,2,0,10,10,5,1,3,3,610
4,10,10,8,4,8,5,2,2,677
5,10,4,10,5,7,6,5,4,735.1
5,3,6,4,5,7,4,4,4,675.8
2,2,6,10,10,6,4,7,3,625.7
2,10,3,6,7,8,4,3,4,656
5,5,7,7,10,6,6,1,4,659.7
4,5,2,2,10,7,10,4,4,701.3
4,10,10,4,5,7,10,6,2,716.8
4,6,7,9,7,8,6,3,2,697.9
3,10,5,10,4,7,10,5,3,628.2
3,3,10,10,8,5,2,0,3,632.3
3,4,6,5,7,7,4,1,2,646.2
2,7,10,10,10,7,4,5,1,742.7
3,5,5,7,10,7,10,4,3,724
0,2,3,5,8,7,3,2,2,633.7
5,7,2,7,7,6,6,6,2,683
3,9,10,10,10,9,6,4,1,725.5
1,0,0,6,1,7,4,3,2,591
2,4,2,2,2,7,4,0,2,633.3
3,10,10,10,10,7,6,9,2,748.2
3,3,8,5,10,7,5,3,2,664.9
2,6,10,5,10,7,9,6,2,701.3
4,5,4,7,7,7,7,5,2,685.8
2,5,4,3,10,8,0,5,2,653.7
1,5,10,3,8,6,7,5,2,672
1,6,5,7,10,8,2,2,2,629.5
3,5,5,5,4,6,8,5,2,659.2
3,10,10,10,8,8,9,10,2,745
2,1,5,4,5,8,5,3,2,597.2
1,5,5,10,10,8,10,10,2,733.1
0,5,6,0,3,6,3,0,2,600.1
2,0,4,5,10,7,6,2,2,625.7
3,10,6,10,10,6,10,7,4,700.7
2,4,8,10,10,6,3,7,2,713.8
3,1,7,10,10,6,10,10,2,684.3
5,4,5,8,3,7,5,3,3,696.4
2,0,9,9,7,7,10,9,3,674.3
5,5,10,10,5,8,6,1,3,694
2,5,5,7,8,8,7,10,2,701.5
4,10,3,5,1,6,7,4,2,695.3
3,1,2,6,2,5,8,2,3,675.8
3,2,3,2,7,6,3,1,3,625.4
5,6,4,2,3,6,3,1,3,612.3
3,10,5,10,5,7,2,1,4,691.3
2,1,8,8,10,5,4,0,3,646.7
2,7,1,1,4,7,6,0,2,603.7
2,6,4,4,4,6,10,2,2,686.8
3,0,1,2,1,2,5,3,4,524.8
2,5,6,3,10,6,10,2,3,681.1
5,10,6,10,10,8,10,2,3,747
3,3,6,10,6,7,6,0,4,650.5
2,10,6,2,10,7,5,1,2,685.3
3,7,4,2,2,7,9,2,4,653
3,3,10,10,10,9,10,1,3,665.2
2,2,10,10,10,7,8,2,3,655.4
4,4,7,4,10,7,6,1,3,674.5
5,5,10,10,3,8,0,7,4,700.7
2,2,2,4,3,10,4,2,2,597.4
2,2,5,3,2,5,5,7,4,656.5
5,10,5,10,8,8,10,9,4,752.3
1,2,3,2,1,9,1,1,3,596.3
2,5,4,1,4,7,5,5,3,631.4
5,3,4,10,10,7,2,1,2,679.2
3,10,8,10,10,7,4,5,2,721.1
2,5,6,2,5,6,7,2,4,641
5,3,5,0,3,8,4,1,4,618
2,8,10,10,3,7,4,7,3,667.3
4,10,8,7,4,7,10,3,3,682.6
5,0,2,3,10,6,1,0,3,588.1
3,8,4,6,8,8,6,1,3,653.5
1,8,4,2,5,7,4,0,2,624
3,1,5,9,10,5,1,6,3,650.5
5,10,10,5,8,7,10,5,2,755.7
4,6,7,7,9,8,8,8,4,705.9
5,10,6,6,8,7,10,3,2,732.5
0,1,7,2,9,6,8,1,3,585.1
4,7,10,10,10,8,10,1,4,731.4
4,10,7,10,3,7,10,0,3,622.7
5,10,10,10,10,6,10,5,3,746.3
3,6,4,5,10,8,4,8,4,693
4,10,8,5,10,6,7,3,4,706.8
5,4,1,10,9,6,4,3,4,682.6
1,2,4,5,4,6,2,0,2,591.9
3,3,2,7,5,7,3,1,3,641.6
1,6,5,5,7,6,3,4,1,626.5
1,6,7,5,5,7,6,1,4,681.5
5,8,8,10,5,9,10,10,2,785.6
3,2,2,2,2,6,3,2,2,571.9
4,3,6,10,5,6,5,1,2,650.5
4,10,5,10,8,7,7,4,3,722.7
2,5,10,6,10,7,5,1,3,695.5
5,10,3,2,5,7,3,0,2,661.5
3,1,4,1,2,5,0,4,1,602.3
0,3,2,4,10,6,5,2,2,628.9
1,10,10,3,6,8,5,0,3,672
5,5,4,10,8,6,5,10,4,697.5
4,7,3,3,5,7,4,3,2,683
4,5,6,10,8,7,10,1,2,706
5,7,5,7,5,7,9,1,3,662.4
5,3,8,10,10,6,5,8,3,716.6
3,10,3,5,4,8,5,5,2,698.7
1,3,2,0,6,7,2,4,1,631.4
0,1,7,2,10,6,10,1,4,632.4
3,0,1,2,7,4,6,1,3,609.9
4,7,3,10,7,7,9,5,4,715.5
5,8,4,5,5,8,3,4,1,709.8
5,10,8,8,10,6,6,6,3,771.8
3,10,6,1,5,9,4,2,2,687.4
5,10,5,10,10,8,10,10,2,797.7
2,0,1,5,4,8,0,8,4,634.1
3,2,5,5,3,6,6,2,4,636.5
5,1,7,2,7,8,3,4,2,646
1,8,10,6,10,9,2,4,1,728.2
2,3,1,4,10,7,0,4,4,626.1
5,4,8,5,5,8,5,6,4,680
2,4,6,10,10,6,10,0,3,691.1
3,4,5,3,3,7,5,3,4,640.1
5,5,10,8,10,8,6,4,3,685.6
1,1,2,8,5,5,5,5,3,653.3
5,10,10,10,7,8,10,1,4,727.2
4,4,2,4,3,7,5,3,2,661.5
5,1,2,2,1,6,2,0,4,627.6
5,3,10,7,10,6,10,5,3,680.7
0,10,3,10,4,9,2,3,1,690.2
3,5,6,8,10,6,8,0,3,609.1
4,7,6,5,7,6,4,5,4,648.8
1,2,5,1,3,8,2,1,2,614.2
5,8,5,7,8,6,2,3,4,682.2
4,8,10,6,7,7,5,3,1,700.4
2,2,6,1,2,6,2,0,3,632.7
2,3,5,2,5,4,2,0,2,614.8
3,10,3,5,5,8,8,2,1,692.3
4,10,7,10,10,6,10,6,2,724.2
5,10,8,7,10,7,10,10,2,740.4
4,0,4,10,10,8,8,6,4,701.5
4,0,4,10,10,8,8,6,4,701.5
2,6,3,9,7,9,10,3,3,680.6
5,8,4,2,8,7,6,4,1,674.7
5,7,5,3,10,7,2,1,1,653.3
5,2,10,3,10,8,0,1,1,647.5
4,5,5,8,10,8,4,3,1,688.5
5,8,5,2,8,7,5,3,1,676.4
5,10,4,0,8,8,2,2,1,630.3
4,6,7,5,9,8,4,4,1,697
2,5,4,2,7,6,10,2,1,654.5
3,4,8,5,10,9,6,2,1,681.7
4,10,10,10,10,9,8,1,1,713.6
2,8,10,7,10,8,6,3,1,690.9
5,8,4,2,8,7,5,4,1,674.7
4,10,6,5,10,9,8,2,1,696.4
5,6,10,10,10,7,4,2,1,710.8
2,5,5,3,10,7,3,1,1,667.3
3,10,7,7,10,8,8,8,1,711.1
3,2,8,10,2,8,10,3,2,680.7
4,2,4,10,5,5,5,4,3,653.5
3,6,8,1,5,7,10,1,4,688.7
3,4,7,10,5,8,6,1,4,714.4
1,5,7,5,10,9,3,0,2,642
0,3,6,5,6,10,3,0,2,592.3
3,2,7,3,10,7,4,5,4,710.2
4,10,5,10,8,6,6,5,2,715.5
4,3,2,0,2,9,0,1,1,623.9
3,4,3,1,3,9,4,0,4,666.4
2,3,10,10,10,8,3,10,1,706.6
5,10,10,5,5,7,7,1,2,695.5
2,7,3,6,4,7,6,2,2,673
1,10,1,1,4,8,2,4,3,673.6
3,6,4,8,4,8,1,4,2,684.5
3,2,7,5,10,7,8,3,1,693.7
5,3,8,9,10,7,10,1,3,675.1
1,3,4,10,10,8,6,5,4,623.7
3,8,7,5,10,7,5,8,3,722.1
3,5,10,6,5,7,5,4,3,664.9
3,6,9,8,10,7,4,9,1,706
2,10,10,10,10,7,10,8,3,716.4
5,10,2,8,10,7,10,7,4,729.1
5,10,5,10,5,8,5,2,3,704.9
3,10,5,4,5,6,10,1,3,672.8
3,10,6,3,3,5,10,0,2,644.1
2,1,6,2,6,7,7,2,3,659.7
5,3,8,8,4,7,1,2,4,659.9
1,8,8,10,4,5,10,9,2,659.3
2,3,4,8,7,6,5,1,2,630.8
5,6,5,10,2,9,10,10,2,773.1
1,10,3,10,10,8,7,2,2,672.8
5,3,5,10,10,6,3,1,4,685.1
4,3,5,10,2,7,10,1,4,697.2
2,3,6,3,5,6,4,2,2,641.2
5,6,6,9,10,7,6,4,2,698.3
2,6,4,8,6,6,2,0,2,646.7
3,3,4,7,10,8,8,3,2,662.4
3,10,5,10,3,9,5,4,1,722.1
1,5,6,2,10,6,2,2,1,603.6
4,10,10,10,5,7,10,5,3,705.7
2,2,3,0,5,6,6,2,3,581.3
5,5,5,10,5,8,7,8,4,714.7
1,2,1,1,6,8,0,0,2,573.8
2,10,10,10,10,9,8,4,4,709.8
2,0,3,3,2,8,8,1,2,598.7
1,3,3,10,10,6,6,3,3,672.6
5,3,2,3,3,8,10,2,2,681.9
5,10,10,10,6,8,10,7,3,785.4
2,10,7,10,7,7,8,1,3,674.3
2,2,5,3,10,6,4,1,3,637.5
2,2,4,4,4,5,5,0,1,604.9
3,3,10,6,10,6,7,3,4,698.7
5,10,3,3,2,7,1,4,2,643.7
2,3,5,2,5,8,4,6,1,621.8
5,5,6,5,6,8,4,2,3,675.8
5,4,10,10,10,7,5,8,3,720
2,10,8,3,7,8,10,0,4,672.8
1,2,3,3,9,5,3,1,2,618.6
3,3,5,2,2,7,10,1,4,642.4
5,5,8,10,3,7,10,2,3,697.2
1,7,5,10,7,6,10,7,3,718.7
0,0,2,0,2,5,0,0,1,587.9
1,1,5,10,10,7,6,2,3,644.6
5,2,1,2,3,9,1,2,1,633.1
3,2,4,5,5,5,6,3,1,645.8
2,2,10,5,10,8,10,5,4,645
4,4,8,6,6,7,7,3,1,701.9
5,10,9,3,9,8,8,4,3,727
4,8,5,10,8,7,10,6,4,696.2
1,8,5,8,8,6,9,8,3,696.4
2,4,10,7,5,6,5,3,2,654.8
2,10,2,2,10,6,10,0,3,663.9
2,10,9,10,10,7,7,6,2,717.2
